MATRICULA;COD_SETOR;COD_CARGO;NIVEL_CARGO;COD STATUS;DATA_INGRESSO;DATA FIM;SALARIO_BASE;ADICIONAIS;ISE 2020;AV DESEMPENHO 2020
7821550699;1;8;1;1;11/01/2019;;4449,2;458;7;7
8632175299;3;20;1;1;31/12/2008;;9679,66;721,07;3;5
7282366399;1;8;1;1;20/12/2019;;4157,95;722,06;5;4
8200685299;6;40;2;1;23/07/2018;;7127,47;458;6;7
7242449199;6;40;2;1;02/06/2017;;7405,44;691,45;6;6
8102054499;5;33;2;1;26/06/2018;;6189;587;6;6
7362109599;6;41;3;1;01/02/1985;;11817,21;458;3;4
8351791699;1;8;3;2;01/09/2008;13/04/2018;7803,45;16,05;;
7851613499;3;20;2;1;28/03/2016;;6837,25;458;4;3
7221506499;5;33;3;1;25/08/2014;;3198,43;458;6;6
7932727899;5;33;3;1;20/12/2012;;4153,96;712,18;6;6
8471520499;3;23;2;1;14/01/2015;;9364,71;685,11;7;4
7671435299;6;40;3;1;16/09/2014;;10846,2;793,63;8;9
7582511899;3;20;2;1;22/03/2017;;7103,91;458;10;8
7941601199;3;20;1;1;03/07/2015;;7103,91;581,6;2;1
7960842599;6;40;3;1;21/02/2013;;7948,71;1100;6;3
8290692499;6;41;2;1;20/06/2014;;8306,11;563,79;6;6
8111158399;3;20;2;1;06/05/2013;;8630,04;458;5;6
7991239199;3;20;1;1;27/11/2014;;7405,44;574,38;7;4
7282401199;3;20;2;1;05/12/2011;;7668,81;1203,58;4;5
8032782699;6;41;2;1;25/06/2015;;7103,91;1542,21;5;3
7351921499;3;20;1;1;01/07/2016;;7694,25;577,28;3;6
8611436199;3;20;3;1;13/12/2010;;10909,9;676,98;10;7
8161758599;1;3;2;1;14/09/2006;;8601,52;690,76;5;4
8630923399;6;41;2;1;25/04/2018;;6333,6;458;10;8
8110756299;6;40;2;1;29/12/1994;;15265,97;678,84;8;6
8222152499;6;41;2;1;07/05/2018;;7127,47;1002,58;5;4
8621481599;3;20;3;1;19/01/2011;;9316,32;991,29;5;7
7452138599;1;6;1;1;04/03/2011;;10323,4;458;6;6
8431109799;6;40;1;1;05/01/2010;;9929,23;568,73;5;1
7480745099;3;20;1;2;07/12/1993;07/02/2018;11433,1;0;;
7372283199;3;20;2;1;03/08/2016;;7994,33;563,08;9;6
7461040299;3;20;1;1;22/01/2009;;9316,32;665,85;8;5
7590910599;6;40;1;1;28/03/2016;;6837,25;569,43;7;5
8342195599;6;40;2;1;27/03/2012;;8852,56;575,42;5;6
7972785799;3;23;2;1;28/08/2013;;11338,94;458;5;4
8481085699;6;41;2;1;27/04/2010;;10996,86;568,73;6;6
8481982199;6;41;2;1;11/03/2016;;8278,66;894,92;6;6
7562248499;3;23;2;3;23/02/2011;16/06/2018;24616,2;316,99;;
8170708899;6;41;2;1;26/12/1994;;17677,34;582,33;5;2
8312726299;6;41;2;1;04/10/2018;;5867,05;458;5;5
7911844999;6;40;2;1;21/10/2015;;8520,27;991,29;8;7
8362630299;3;23;3;1;16/10/2014;;7311,25;569,43;4;7
7621125599;6;41;1;1;15/10/2009;;7967,9;1074,69;6;8
8172252799;6;41;1;1;27/12/2019;;5434,85;458;6;8
8041375799;6;40;1;1;12/09/2013;;8630,04;669,58;6;8
7791462099;3;20;2;1;05/08/2015;;8630,04;574,38;3;5
8511744399;1;5;3;4;07/07/1995;02/04/2020;20167,66;0;;
7331511299;6;41;2;1;30/12/1994;;11492,18;579,14;10;8
7492285899;3;20;1;1;19/03/2018;;6333,6;534,03;6;4
7861427599;2;10;2;1;03/11/2009;;9316,32;686,15;9;9
8371226999;6;40;2;1;27/06/1994;;16745,36;0;5;6
7331457199;3;17;2;1;16/11/2017;;7649,04;779;6;8
7960553099;6;41;1;1;25/09/2017;;6333,6;458;8;5
7211073199;6;41;2;1;26/12/2003;;11875,22;577,28;8;6
8391534899;6;41;2;1;16/03/2005;;12030,55;899,68;4;1
7722386199;5;32;1;1;24/07/2014;;7103,91;779;7;8
8571242399;6;40;3;1;08/01/2004;;10718,82;997,98;6;9
8312352299;6;41;1;1;31/07/2014;;5464,55;585,66;7;6
8561433199;6;41;3;1;10/05/2004;;15935,03;0;5;6
7221972399;1;3;3;1;30/04/2014;;7103,91;458;4;1
7402401699;3;20;3;1;29/10/2010;;8278,66;676,98;5;7
7492425799;6;41;2;1;22/07/2019;;6602,43;458;7;8
7981838899;3;19;3;1;30/12/2009;;9316,32;897,74;4;7
7601245699;5;33;2;2;28/01/2015;08/03/2019;7994,33;0;;
8360691399;1;3;1;1;23/02/2014;;8306,11;779;6;9
7920585199;1;5;2;1;31/07/2017;;5434,85;595,88;5;4
7451761599;1;5;2;2;21/05/2015;01/10/2018;3308,93;0;;
7791503599;6;40;3;1;13/09/2006;;10316,48;714,59;8;6
7482227099;3;23;2;1;30/12/2009;;10726,03;768,46;6;6
7602498599;6;41;2;1;25/05/2017;;7405,44;580,02;4;1
8030947899;1;5;2;1;07/01/2015;;8278,66;575,42;6;4
8621337099;5;33;3;1;10/04/1987;;10598,64;716,23;3;5
8622182499;3;23;2;1;25/02/2015;;9782,71;913,48;5;5
8272086999;5;33;2;1;25/02/2014;;4157,95;574,38;5;4
8211854399;6;41;2;1;01/07/2008;;9679,66;568,73;5;2
7350999499;3;17;3;1;30/11/1993;;16711,69;582,33;2;4
8451760999;5;33;1;1;26/06/2018;;3434,01;1238,72;7;6
7280642499;2;10;2;1;13/03/2017;;14872;458;6;9
7891122299;3;23;1;1;19/11/2020;;7316,15;458;6;5
7871713799;6;41;3;1;06/01/2010;;9316,32;575,42;10;9
7730856499;5;33;2;1;23/10/2015;;3847,96;1417,17;7;6
7321564599;3;20;3;1;20/08/2013;;8306,11;575,42;6;3
8021360499;3;20;2;5;20/06/2016;16/03/2021;4814,56;0;7;8
7351402199;2;10;1;1;24/01/2011;;8966,61;676,98;4;9
7782153499;1;3;3;1;28/08/2008;;8278,66;575,42;10;8
8520553899;3;20;2;2;18/11/2016;11/03/2018;16322,83;713,23;;
8501643299;6;41;1;1;01/07/2008;;9679,66;458;4;2
8581825599;6;41;1;1;30/12/2009;;10323,4;991,29;7;8
7361833399;1;5;3;1;21/03/2012;;11144,35;575,42;7;5
8150902299;6;41;2;1;01/03/2004;;12030,55;458;6;6
8562030899;6;41;1;1;12/08/2015;;8520,27;568,73;7;9
7491900799;6;41;2;1;30/12/2009;;6987,24;580,02;8;6
8372054199;2;10;1;1;01/11/2019;;8526;1102,02;4;2
8632764899;6;41;2;1;09/10/2018;;6859,94;569,43;6;8
7891829999;6;41;3;1;30/06/2008;;5359,4;905,47;4;5
7672731699;3;23;2;1;28/01/2015;;9399,02;1053,55;6;7
7712762699;6;40;3;1;07/11/1983;;20318,42;458;10;9
7622185199;3;20;1;1;25/04/2017;;6333,6;551,63;8;4
8400889699;6;40;2;1;18/03/2004;;11136,85;1216,96;5;7
8442042299;3;20;2;1;19/06/2018;;7405,44;569,43;4;3
7471284199;5;33;1;1;17/05/2017;;3430,71;733,23;4;3
7571648299;6;40;2;1;04/10/1988;;17865,34;458;5;3
8092532599;6;40;2;1;09/10/2013;;9197,8;679,46;8;7
7370598299;3;23;2;1;16/07/2004;;12097,35;2153,92;9;7
7592331099;6;40;3;1;03/05/2010;;9929,23;1413,85;8;8
8242199399;1;3;3;1;04/04/2012;;7668,81;574,38;9;7
8570674099;6;40;1;1;26/08/2015;;6597,48;574,38;6;8
8491004599;1;5;3;1;05/08/2013;;8630,04;674,52;8;7
8381163499;6;41;3;2;16/02/2009;12/09/2019;5809,05;0;;
7652544999;6;41;1;1;30/01/2018;;7405,44;569,43;4;9
7601024099;6;40;1;1;12/07/2017;;6333,6;685,11;4;3
7591040299;5;33;1;1;16/10/2009;;5452,89;458;4;2
8321767599;6;41;2;1;04/02/2016;;7694,25;458;4;2
8111914499;6;41;2;1;02/12/2004;;13264,13;458;3;1
7251688699;6;40;2;1;22/05/2017;;8852,56;986,35;5;5
7300786999;6;41;1;1;09/10/2018;;6602,43;458;7;9
8572611299;3;23;3;2;03/02/2010;11/10/2019;10834,1;0;;
8021550699;6;41;3;1;19/01/2009;;9679,66;1210,73;6;4
7751077499;3;20;2;1;08/06/2016;;8306,11;1413,85;5;5
7821642899;6;40;2;1;23/09/2014;;8797,91;563,79;7;4
8052012099;3;20;1;1;26/01/2011;;10323,4;1107,67;3;4
7832120999;6;41;2;1;02/10/2009;;8044,52;792,32;5;6
7310625999;6;41;2;2;22/09/2017;17/02/2019;11256,8;307,69;;
8611821599;6;41;1;1;01/08/2014;;7103,91;458;4;3
8081970799;3;20;1;1;02/01/2019;;7897,96;458;6;8
7430577499;2;10;3;1;11/04/1994;;12081,13;458;4;2
7942121899;3;20;3;1;06/01/2009;;7967,9;577,28;6;1
8612501999;6;41;2;1;22/12/1994;;12524,38;458;4;3
8950001399;1;5;1;1;28/09/2020;;4180,66;580,02;6;5
7541740299;5;33;2;1;23/06/2015;;4785,53;652,55;6;5
8501364899;6;40;1;1;30/10/2018;;7311,25;884,22;6;7
7842261299;5;32;2;4;27/05/2010;27/03/2018;6270,33;525,31;;
7732129399;6;40;2;1;31/01/2020;;8966,61;568,73;9;5
7712176999;6;40;2;5;22/07/2019;19/07/2021;11307,925;0;6;7
8451720499;6;41;2;1;28/06/2021;;5434,85;692,14;5;5
7880596299;3;20;1;4;24/01/2018;14/09/2021;3123,14;817,29;10;9
8421176799;6;41;1;1;06/08/2014;;8306,11;458;10;8
7931369499;3;20;1;1;29/11/2006;;10057,17;1215,92;6;4
7510545899;6;40;2;1;12/09/2017;;7892,64;1256,17;8;6
7321747499;6;41;2;1;02/07/2018;;5867,05;458;4;3
7361030599;6;40;2;1;02/01/2018;;8526;1722,47;3;2
7211828599;5;32;2;1;13/02/2017;;8205,97;1097,08;7;5
7311026499;6;41;1;2;14/11/2003;15/12/2018;7096,94;1288,22;;
8091661999;6;41;3;1;05/06/2013;;7103,91;779;9;5
8202470799;6;40;1;2;18/09/2013;19/06/2018;13415,99;0;;
7411498399;3;16;1;1;27/05/2015;;8858,51;568,73;7;7
7860962099;1;5;1;1;09/12/2019;;7897,96;458;5;4
7911616299;6;40;3;1;03/01/1997;;14248,47;458;1;2
7400571899;6;40;2;1;02/07/2014;;9197,8;1413,85;5;4
7301284799;6;40;1;1;14/05/2015;;7103,91;458;6;8
8131878299;3;20;2;1;05/02/2019;;5867,05;676,63;7;9
8351745199;6;41;1;1;25/02/2015;;9204;458;6;5
7940953299;3;23;2;1;16/05/2012;;9556,51;568,73;6;8
8432166999;6;41;2;1;01/01/1989;;12267,42;458;7;8
7962205399;6;41;2;1;13/07/2017;;4872;779;4;1
7261459499;6;40;3;1;28/05/2004;;9999,79;458;5;6
8401029699;6;40;2;1;19/10/2010;;10449,39;458;6;9
7312419099;6;40;1;2;28/09/1994;19/10/2019;9977,5;238,56;;
8422061899;6;40;2;1;31/08/2002;;15190,1;458;7;4
8181031699;6;41;3;1;30/06/2008;;9679,66;676,98;7;9
7221706699;6;41;1;1;28/10/2020;;6354,6;569,43;6;5
7880622899;6;41;2;1;03/08/2017;;6095,86;458;8;5
7861823599;6;41;1;1;30/12/2009;;9935,9;1012,8;6;6
7271718999;6;40;2;1;12/06/2017;;7405,44;458;8;7
7911604799;3;20;1;3;11/12/2013;04/07/2019;4488,6;0;;
8370866999;3;20;1;1;15/07/2014;;6837,25;588,71;7;5
8231678699;3;20;2;1;10/07/2015;;6837,25;458;6;6
7960949199;6;41;2;1;10/01/2014;;8306,11;991,29;6;2
7250661399;3;20;1;1;18/11/2016;;7405,44;1239,02;4;4
7252041299;6;41;3;1;06/06/1994;;14536,02;579,14;4;2
7990810699;6;41;1;1;17/11/2015;;6580,61;458;6;3
8480579599;3;20;2;1;06/11/2017;;6333,6;458;6;5
7811061599;3;20;1;1;02/07/2014;;6837,25;458;7;8
7951893599;6;41;2;1;31/03/2014;;8306,11;991,29;5;6
7571777999;3;23;1;1;31/12/2009;;11951,86;661,09;4;2
7530596899;6;41;1;1;28/09/2017;;6095,86;458;6;3
8032723099;1;5;3;1;16/03/2010;;9316,32;458;7;7
8462640099;3;20;2;5;30/12/2009;02/06/2019;5537,09;292,16;;
7392760099;6;41;2;1;06/03/2018;;7405,44;574,38;6;4
8600927899;3;23;2;1;01/11/2012;;7380,95;580,02;3;3
7702121799;3;20;2;1;15/08/2018;;6859,94;779;7;8
7622560499;6;41;2;1;02/12/2010;;8258,71;806,44;8;5
8371060399;6;41;2;1;02/12/1994;;16503,52;458;4;1
7412537499;3;20;2;1;01/02/2018;;6095,86;580,02;7;6
8181898199;2;10;1;1;25/07/2018;;8205,97;568,73;7;9
7891299799;5;32;1;1;16/10/2013;;10323,4;1080,42;5;4
8291626099;3;20;2;1;23/03/2017;;8526;895,96;6;5
7782219699;3;20;2;1;05/11/2015;;7967,9;544,71;10;9
7662026299;5;33;1;1;18/07/2018;;3430,71;997,23;8;8
7211538899;6;41;3;1;14/05/2009;;8936,98;458;6;4
7361239199;2;10;3;1;30/07/2013;;7380,95;696,4;3;4
8612225099;1;3;2;1;09/03/2017;;7405,44;580,02;10;7
8380998199;6;41;3;1;21/11/2002;;13214,01;500,12;8;9
8190795699;3;18;1;1;02/09/2008;;8306,11;676,98;8;4
8302638599;3;23;3;1;31/12/2009;;9929,23;458;10;9
7342791299;5;33;1;1;26/06/2018;;3301,93;1571,85;3;5
7792785099;6;41;3;1;06/10/2009;;9316,32;678,39;6;8
7482201199;6;41;2;1;31/12/2019;;5852,91;1008,22;8;8
7842089099;3;23;2;1;18/07/2008;;11781,17;458;6;8
8601682199;6;41;3;1;15/10/2009;;10726,03;984,51;4;8
8431504599;6;41;3;1;16/04/2012;;9935,9;577,28;4;8
7332361499;1;3;2;1;20/02/2019;;8306,11;563,79;5;2
8611040899;1;3;2;1;03/08/1998;;11207,46;575,42;7;7
8152415299;5;33;2;1;26/06/2018;;3434,01;698,17;8;6
8191072899;2;10;3;5;10/09/2009;28/06/2021;10406,48;0;6;2
7951529899;1;5;1;1;20/06/2014;;7103,91;1560,02;6;4
7912487999;1;5;2;1;04/07/2013;;9935,9;1210,27;5;2
8241909399;6;41;2;1;20/01/2017;;9316,32;458;9;4
8001777499;3;20;1;1;02/01/2019;;8800,58;458;6;2
7371767799;6;41;3;4;22/07/2019;28/12/2020;7670,075;0;;
8380869099;6;41;2;1;30/03/2004;;10726,03;544,71;9;5
7580914299;6;41;2;1;05/06/2017;;6095,86;458;7;9
8042487599;6;41;2;1;07/01/2015;;7650,36;1524,58;8;5
8171533099;6;41;2;1;14/11/2003;;10449,39;458;10;9
8030759499;1;3;2;1;20/12/2019;;5646,82;568,73;10;9
8121365699;3;20;3;2;05/12/2011;25/05/2019;4129,95;1265,83;;
7511209399;5;33;3;2;26/06/2018;23/01/2019;6320,36;0;;
8271569399;3;20;1;1;02/06/2008;;9679,66;677,35;4;6
7730704699;1;6;2;1;17/05/2016;;6837,25;779;8;7
8631109899;3;20;2;1;05/11/2009;;8966,61;675,94;7;6
7761963399;1;3;2;1;22/07/2019;;5867,05;1206,85;6;6
7270604099;3;18;2;1;08/10/2010;;8966,61;690,76;6;1
8562781799;3;20;1;1;26/09/2016;;7405,44;458;8;6
7602719199;1;5;1;1;31/12/2009;;9316,32;884,78;9;6
8061831999;3;20;1;2;19/10/2004;14/09/2020;2543,34;543,33;;
9460001799;3;20;1;1;26/10/2020;;5434,85;779;6;5
7632318199;1;3;2;1;27/01/2010;;9316,32;675,94;10;8
7492398699;3;20;3;1;26/06/2014;;8306,11;575,42;9;4
7572715299;1;3;3;1;29/11/2010;;7967,9;458;8;8
8250757399;5;33;3;1;07/01/2014;;4320,12;721,23;5;5
7431513399;5;33;3;1;16/08/2009;;4488,6;458;10;7
8351707299;1;5;2;1;09/12/2019;;6602,43;1113,31;6;5
7881920799;5;33;2;1;18/02/2019;;3301,93;779;3;4
7511793799;1;5;3;1;24/01/2007;;9679,66;1100;8;5
7631301699;1;5;2;1;06/05/2019;;4343,71;779;10;8
8071978599;1;5;1;1;10/09/2012;;7103,91;574,38;4;1
8061874499;3;23;3;1;01/10/1982;;10452,53;728,63;4;5
7881363699;1;5;3;1;10/01/2014;;8306,11;458;8;5
7391767599;3;20;3;1;28/02/2011;;10323,4;1092,14;4;7
8210534799;3;18;2;1;01/02/1985;;22256,14;458;9;4
8611382399;5;33;2;2;06/01/2010;11/01/2020;5481,56;50,3;;
7332250799;3;20;2;1;24/04/2018;;7103,91;997,63;6;7
7212101199;3;20;2;1;05/06/2013;;7994,33;458;4;3
7372809599;3;23;2;1;26/08/2008;;11503,21;554,84;10;9
7810570399;1;3;1;1;30/12/2019;;5434,85;458;6;8
8281267099;1;5;3;1;27/01/2014;;7127,47;1166,87;5;5
8120811899;3;20;3;1;16/12/2013;;6837,25;688,8;4;3
7561364099;2;10;1;1;09/10/2009;;9316,32;706,66;9;6
8180591599;1;3;2;1;07/05/2019;;5867,05;574,38;5;3
8221286299;3;23;2;1;07/08/2018;;6318,36;680,16;10;9
7361282199;3;23;2;1;30/11/2018;;7311,25;458;6;8
7572737799;1;3;2;1;01/10/2018;;5867,05;574,38;4;8
7801412399;3;23;1;1;06/11/2019;;4778,08;580,02;6;1
8541055199;1;3;1;1;10/12/2019;;5867,05;779;3;2
8381955499;1;5;1;1;20/06/2014;;8306,11;889,73;8;5
8502176199;3;20;2;1;08/05/2013;;8922,05;458;6;6
8462055599;3;20;1;1;12/08/2014;;6580,61;458;6;5
7401082399;3;20;3;1;09/03/2011;;8966,61;458;9;8
8332642399;5;32;2;1;23/06/2017;;4689,13;575,07;5;5
8331141099;3;20;2;1;31/03/2014;;7694,25;806,44;6;9
8232213599;3;20;3;1;02/07/2013;;6837,25;569,43;6;5
7232784699;3;20;3;1;14/06/2013;;7380,95;1780,79;4;7
7642813699;3;20;1;1;18/09/2020;;5867,05;458;7;5
8532136199;5;32;2;1;27/12/2018;;5867,05;568,73;5;1
7392452999;3;20;3;1;01/11/2011;;8966,61;458;6;1
8080615799;3;23;2;1;19/12/2011;;11071,43;782,52;7;4
7651237199;2;10;1;1;20/04/2012;;8966,61;574,38;10;7
7431644399;1;5;2;2;21/09/2017;06/04/2018;7776,48;0;;
8451291199;1;5;1;1;20/12/2019;;6859,94;458;2;3
7880911299;3;20;1;1;16/02/2016;;8496,32;679,46;9;6
8601419999;5;32;1;1;23/06/2017;;5867,05;727,25;6;9
10940040399;1;3;1;1;21/05/2021;;6354,6;568,73;6;5
7411340499;3;20;2;1;22/06/2018;;7127,47;997,63;5;4
8060927199;3;20;3;5;28/01/2019;18/04/2021;4814,56;0;7;5
7671738399;1;3;2;1;29/07/2019;;5867,05;568,73;6;9
8470658499;1;3;2;1;09/12/2019;;5646,82;458;6;7
8172005699;3;16;2;1;05/03/2018;;6095,86;916,44;3;5
7901234099;5;33;2;1;01/09/2014;;4157,95;690,76;10;8
7361831499;1;5;2;1;15/01/2019;;6189;587;6;2
8511136499;3;20;1;1;12/09/2013;;8306,11;574,38;5;5
7871201199;2;10;1;1;05/11/2019;;14513,12;783,08;6;6
8611695199;3;23;1;1;31/12/2009;;9316,32;996,94;6;5
7621095099;3;23;3;1;31/12/2009;;5363,01;229;8;9
7320760199;2;10;1;1;27/11/2020;;5867,05;868,78;5;5
7252582999;3;23;2;1;24/11/2008;;11781,17;568,73;9;4
7761534899;1;5;2;1;10/04/1987;;12700,45;458;6;1
7901783199;3;20;1;1;16/05/2019;;8306,11;458;5;7
7921241999;3;20;1;1;13/11/2014;;6580,61;779;6;5
8210634599;1;3;2;1;28/01/2019;;5867,05;676,63;8;6
7501254399;1;5;1;1;04/04/2012;;8630,04;1209,23;4;3
7752182899;3;20;2;1;20/04/2016;;6837,25;1537,78;7;6
7391354799;3;20;3;1;22/12/2008;;8278,66;779;9;8
7241926699;1;5;1;1;01/09/2014;;7103,91;569,43;6;8
8162407099;3;23;2;1;09/10/2015;;9204;574,38;7;9
8182294299;3;17;1;1;25/11/2019;;6859,94;574,38;2;4
8471691599;5;32;2;1;27/03/2019;;4343,71;794,93;4;1
7762004999;3;23;1;1;25/09/2017;;7892,64;895,02;6;4
7541061199;3;17;3;1;19/10/1993;;15101,43;610,39;8;6
7861929399;5;32;2;1;24/02/2016;;5899,09;458;1;4
8462316299;3;20;2;1;23/06/2017;;6333,6;676,63;7;4
8182090599;3;20;3;1;11/08/2014;;7103,91;458;6;7
8040921399;5;33;1;1;12/11/2010;;4484,28;1227,66;8;6
8022507999;1;6;3;1;28/05/1990;;15324,49;582,33;5;3
7451998699;5;33;3;1;17/02/2010;;3766,79;1403,6;7;7
8340594099;5;33;2;4;17/01/2014;15/11/2020;4685,84;0;;
7881354799;5;33;2;1;29/09/2017;;2851,61;548,12;4;2
8341001899;1;5;3;1;11/12/1990;;15544,34;458;6;8
7361659899;3;20;1;1;15/02/2016;;8858,51;568,73;7;6
7301190399;2;10;2;1;23/07/2018;;6602,43;685,81;4;3
8480821299;1;6;2;1;05/09/2008;;8278,66;793,36;5;6
7670670399;5;33;2;1;26/02/2014;;4157,95;1129,52;5;5
8180987299;2;10;1;1;11/01/2010;;7967,9;703,47;6;3
8160862899;3;20;2;1;06/04/1992;;9684,06;899,68;7;7
7551832299;3;20;3;5;20/08/1981;17/07/2019;14793,62;458;;
7852283299;3;23;2;1;27/12/1989;;16542,82;700,28;8;5
7860917899;1;3;3;1;18/09/2014;;8306,11;1100;6;9
8200696699;5;32;2;2;25/10/2016;28/01/2021;11800,12;0;10;8
8350671499;3;20;2;1;17/06/2016;;6095,86;779;6;6
7222482299;3;20;1;1;11/11/2019;;8630,04;574,38;5;4
7761661799;5;32;1;1;25/01/2016;;6837,25;919,36;7;7
8191978899;1;3;2;1;20/08/2018;;5867,05;779;6;9
7631338199;1;5;2;1;22/07/2019;;7897,96;779;10;8
8621239499;3;18;1;1;30/06/2010;;9562,96;894,95;6;3
7232817499;1;3;2;1;30/12/2009;;9573,17;674,52;8;7
8221742899;3;23;3;1;27/08/2008;;11415,18;679,46;4;3
7240951899;3;20;2;1;25/09/2017;;7405,44;458;7;6
8441770199;3;23;2;1;06/01/2010;;6170,02;740,29;4;6
7952499999;3;20;1;1;24/10/2008;;9679,66;458;4;5
8060798199;1;5;2;1;16/04/2005;;12368,1;458;8;5
7951676399;1;3;1;1;14/04/2015;;7374,74;585,52;3;6
7811475899;3;20;1;1;19/06/2019;;5867,05;692,6;10;7
8481570499;3;20;2;1;16/07/2008;;6208,99;588,71;5;4
8790005799;1;3;2;1;19/11/2020;;5016,79;589,84;5;5
7332108599;2;10;1;1;23/12/2014;;7694,25;935,15;8;6
8310631499;1;6;3;1;14/02/2014;;8306,11;675,94;5;1
8562657899;1;5;3;1;21/05/2009;;11144,35;568,73;9;4
7701495599;3;20;2;1;17/09/2012;;5259,43;589,84;5;1
7771482099;3;20;2;1;02/08/2018;;9922,87;680,16;9;7
7941316699;3;20;1;1;17/11/2010;;8966,61;575,42;7;5
7241546799;3;20;3;1;20/03/2014;;7405,44;458;6;5
8581402699;1;6;2;1;24/09/2018;;6859,94;574,38;10;8
7890534599;3;20;3;1;31/12/2009;;9316,32;574,38;8;6
8531025199;3;20;2;1;05/11/2009;;9316,32;1204,29;5;4
7581942099;3;20;1;1;16/07/2008;;8995,93;615,73;6;7
7501035499;5;32;2;1;22/01/2021;;7994,33;991,29;7;5
8280801799;3;20;2;1;14/09/2017;;7405,44;580,02;4;4
8492596199;3;20;3;5;08/05/2019;09/06/2021;5344,32;1375,82;9;4
8262442099;3;23;3;1;06/01/2010;;9561,48;458;10;8
7202000799;5;33;2;1;08/01/2015;;4861,61;1240,26;8;5
7501583499;2;10;2;1;10/10/2018;;6859,94;458;5;6
8162061799;3;23;2;1;16/07/2004;;12348,14;678,39;10;7
7281535299;3;20;2;1;10/10/2006;;9679,66;771,79;6;8
7302634399;3;20;1;1;19/01/2011;;9316,32;575,42;4;3
8032313199;5;33;1;1;23/10/2015;;4001,88;1572,26;5;5
7592587099;1;6;1;1;01/10/2009;;7967,9;1568,39;4;3
8221570399;5;33;2;1;31/07/2014;;4157,95;475,66;7;6
7562280099;3;20;1;5;08/09/2009;21/01/2021;4448,02;0;5;4
7292513199;3;20;1;1;04/07/2008;;9679,66;575,42;9;8
7961904699;1;5;1;1;25/03/2009;;9679,66;793,13;5;5
8252505499;5;33;2;2;18/07/2008;21/04/2018;3564,51;624,64;;
7481702899;3;20;1;1;27/12/2019;;5646,82;568,73;4;1
7810605599;3;20;3;1;25/06/2014;;7694,25;679,46;6;5
8201436599;2;10;1;1;17/10/2012;;8630,04;575,42;6;4
7591123599;3;20;2;1;10/01/2014;;8306,11;458;6;5
7440960699;3;18;3;1;31/12/2009;;9935,9;696,14;9;8
7221935599;3;20;3;1;05/07/2012;;5062,01;906,66;6;1
8452735699;1;5;1;1;22/02/2013;;9392,34;779;6;4
8511142899;1;6;2;2;20/11/2012;13/10/2020;4796,41;0;;
8551929399;3;23;1;1;30/08/2019;;9929,23;562,31;5;6
8512192699;3;20;2;1;22/01/2019;;5867,05;458;6;7
7822619599;3;20;1;1;28/04/2020;;7994,33;458;3;5
8482464799;3;16;2;1;30/07/2018;;7897,96;1100;6;3
8561839699;3;20;3;1;01/03/2013;;8630,04;996,94;9;9
8561179999;5;33;3;1;25/11/2013;;3838,11;593,42;9;5
7470664899;5;33;2;1;18/03/2016;;4679,12;1134,47;9;6
7651582799;5;33;1;1;28/01/2015;;3999,8;815,92;6;5
7862419399;3;20;3;1;11/09/2008;;9679,66;575,42;2;3
8171823299;3;20;2;1;24/07/2006;;11578,98;458;8;6
7692533499;3;16;2;1;11/05/2016;;6602,43;569,43;5;1
7480965899;1;5;2;1;31/08/2018;;5867,05;576,22;6;6
8411205699;1;3;2;1;09/02/2015;;7103,91;687,22;6;5
8492641699;5;33;2;1;29/09/2017;;3707,09;653,27;6;4
7261859899;3;23;2;1;30/09/2015;;7694,25;860,07;6;4
7731103899;3;20;3;1;11/03/2014;;6837,25;709,12;8;8
7761392099;3;20;1;1;03/06/2013;;9935,9;781,02;1;1
7511500499;1;5;2;1;24/05/2018;;6095,86;569,43;4;2
8622726599;3;20;2;1;17/06/2016;;7694,25;568,73;6;5
8282584099;3;17;2;1;26/06/2018;;5867,05;569,43;5;5
8200971899;5;33;2;1;10/12/2014;;4477,79;876,06;5;6
8031846199;3;20;2;1;16/11/2017;;7601,49;458;8;6
8471416599;3;20;1;1;21/06/2010;;7967,9;967,11;5;1
9850002899;3;23;1;1;27/10/2020;;6354,6;665,65;3;5
7730998099;3;20;1;1;16/08/2009;;9316,32;779;6;5
8211560599;3;20;2;1;19/06/2013;;5867,05;681,58;5;6
7900689199;2;10;3;1;15/02/2013;;7380,95;713,04;8;8
7702467699;3;20;1;1;24/11/2015;;6837,25;1020,56;3;1
7910993499;1;5;1;2;06/03/2007;24/02/2021;11531,66;0;8;6
7600563499;5;33;1;1;22/10/2019;;3962,32;593,42;10;8
8572679199;5;33;2;1;06/01/2010;;4663,65;1436,64;6;9
7901171299;3;23;1;1;05/09/2017;;6820,8;458;6;6
7501159399;3;20;2;2;21/06/2019;08/04/2020;8279,76875;599,48;;
7730949999;1;3;1;1;10/08/2017;;8966,61;1419,5;6;2
8441957699;1;5;2;1;23/12/2020;;6189;587;6;5
8051756299;3;19;2;1;29/12/2009;;9316,32;575,42;6;8
8301442899;3;20;2;1;29/07/2011;;8966,61;780,4;7;8
8392476499;3;20;2;1;15/02/2016;;7108,08;807,38;4;3
8381969699;1;5;1;1;02/05/2007;;8278,66;577,28;7;6
7811639899;3;20;2;1;20/08/1996;;10682,98;799,98;7;9
7472636399;2;10;2;1;22/06/2015;;8630,04;795,22;6;6
8572626099;3;16;2;1;12/03/2013;;8858,51;753,09;2;4
